County,State,Popul,PopDen,PopChg%,Hispan%,Under5%,Age65-75%,Black%,Asian%,BirthRate,HSGrad,ColGrad,IncomeHH
Howell,MO,37209,40.1,-0.1,1.2,6.7,8.8,0.3,0.4,13.4,61.2,8.7,23423
Iron,MO,10546,19.4,-1.4,0.6,5.9,8.9,1.6,0.1,11.8,56.3,6.8,23782
Jackson,MO,655855,1082.0,0.1,5.4,7.0,6.5,23.3,1.3,15.3,79.5,20.0,37732
Jasper,MO,105664,163.6,0.9,3.5,7.3,7.0,1.5,0.7,15.7,71.4,13.4,29877
Jefferson,MO,201826,301.5,1.9,1.0,7.2,5.4,0.7,0.4,14.0,71.6,9.0,43172
Johnson,MO,48888,58.1,1.3,2.9,6.7,5.1,4.3,1.4,12.7,80.7,21.4,33270
Knox,MO,4294,8.6,-1.5,0.6,6.1,11.0,0.1,0.1,11.9,72.2,8.1,23041
Laclede,MO,32868,42.4,1.1,1.2,6.9,7.6,0.4,0.3,13.3,64.4,8.0,28136
Lafayette,MO,32975,52.4,,1.2,6.1,7.6,2.3,0.2,11.6,71.1,11.5,33304
Lawrence,MO,35651,57.4,1.3,3.4,7.1,7.7,0.3,0.2,15.2,68.9,9.7,27968
Lewis,MO,10375,20.8,-1.1,0.7,7.2,7.7,2.5,0.2,14.8,71.7,10.3,29314
Lincoln,MO,41010,61.8,5.3,1.1,7.3,5.8,1.7,0.2,14.4,66.8,8.0,38449
Linn,MO,13628,22.2,-0.9,0.8,6.1,9.2,0.6,0.1,13.1,70.8,10.6,26477
Livingston,MO,14500,27.2,-0.4,0.6,6.1,8.5,2.3,0.3,12.4,71.7,12.5,31104
McDonald,MO,21632,40.2,-0.2,9.4,7.8,6.4,0.2,0.1,17.4,61.1,6.6,24802
Macon,MO,15569,19.6,-1.2,0.8,6.4,8.6,2.2,0.2,13.0,70.3,11.5,28263
Madison,MO,11784,23.7,-0.1,0.6,5.9,9.1,0.1,0.3,13.0,54.4,6.7,24462
Maries,MO,8690,16.9,-2.4,1.2,6.6,8.9,0.3,0.1,10.7,61.2,8.3,27017
Marion,MO,28086,64.6,-0.7,0.9,6.8,7.7,4.6,0.3,14.7,70.9,12.9,31109
Mercer,MO,3740,8.3,-0.5,0.3,5.6,11.0,0.2,0.0,8.8,71.0,8.2,25537
Miller,MO,24092,39.8,2.2,1.0,6.8,8.1,0.3,0.1,14.4,63.0,7.5,26659
Mississippi,MO,13162,32.5,-2.0,1.0,7.2,8.0,20.5,0.1,14.6,49.2,7.2,22987
Moniteau,MO,14861,35.6,0.2,2.9,6.7,6.5,3.8,0.3,15.0,67.8,8.7,31941
Monroe,MO,9357,14.4,0.5,0.6,6.5,8.5,3.8,0.1,12.2,69.8,8.1,29763
Montgomery,MO,12111,22.6,-0.2,0.8,5.7,8.0,2.0,0.3,11.4,62.6,7.8,30011
Morgan,MO,19597,32.3,1.5,0.8,6.0,12.0,0.5,0.1,12.4,64.3,7.2,25603
New Madrid,MO,19421,29.1,-1.7,0.9,6.6,8.1,15.4,0.1,13.9,52.0,6.7,24772
Newton,MO,52852,84.1,0.4,2.2,7.0,7.6,0.6,0.3,14.1,72.8,12.1,31236
Nodaway,MO,21714,25.0,-0.9,0.7,4.7,6.5,1.3,0.9,9.2,80.7,17.5,32332
Oregon,MO,10255,13.1,-0.9,1.1,5.9,9.6,0.1,0.1,11.3,59.3,7.8,19847
Osage,MO,12999,21.6,-0.5,0.6,6.7,7.4,0.2,0.1,14.3,65.0,7.1,36171
Ozark,MO,9488,12.9,-0.6,0.9,5.4,12.0,0.1,0.1,11.4,60.9,8.0,21345
Pemiscot,MO,19774,40.7,-1.4,1.6,8.1,7.6,26.2,0.3,19.1,49.5,6.8,20938
Perry,MO,18153,38.2,0.1,0.5,6.8,7.5,0.2,0.6,13.9,56.4,6.4,33561
Pettis,MO,39346,57.5,-0.1,3.9,7.0,7.8,3.0,0.4,15.0,72.2,12.5,30831
Phelps,MO,40206,59.2,1.0,1.2,5.7,7.1,1.5,2.4,11.2,70.1,18.3,29529
Pike,MO,18285,27.3,-0.4,1.6,5.4,7.4,9.2,0.2,12.1,67.5,10.6,29673
Platte,MO,76223,175.7,3.3,3.0,6.8,4.7,3.5,1.5,13.4,87.8,25.6,52960
Polk,MO,27458,42.4,1.7,1.3,6.8,8.0,0.5,0.2,13.0,67.0,12.0,26487
Pulaski,MO,41470,75.3,0.7,5.8,7.7,4.7,12.0,2.3,16.1,78.5,12.8,31701
Putnam,MO,5233,10.1,0.2,0.6,6.5,10.0,0.1,0.1,12.5,64.5,8.7,23135
Ralls,MO,9609,20.4,-0.2,0.4,5.7,7.5,1.1,0.1,10.3,70.2,7.8,31825
Randolph,MO,24635,51.2,-0.1,1.1,6.4,7.4,7.0,0.4,13.9,68.4,10.8,27987
Ray,MO,23431,41.0,0.3,1.1,6.6,7.0,1.5,0.2,12.4,71.2,8.4,36927
Reynolds,MO,6606,8.2,-1.2,0.8,5.8,9.6,0.5,0.2,10.5,53.1,6.5,22584
Ripley,MO,13504,21.5,,1.0,6.0,9.6,,0.2,10.6,48.5,6.1,19671
St. Charles,MO,296679,506.9,4.5,1.5,7.6,5.1,2.7,0.9,14.8,83.3,21.2,54759
St. Clair,MO,9645,14.3,-0.1,1.0,5.5,11.0,0.2,0.1,10.3,60.8,7.9,23256
Ste. Genevieve,MO,18005,35.5,0.9,0.7,6.0,7.9,0.7,0.2,10.1,62.8,7.4,37170
St. Francois,MO,56147,123.9,0.9,0.8,6.0,7.9,2.0,0.3,12.3,62.5,9.1,28589
St. Louis,MO,1015417,2001.0,-0.1,1.4,6.3,7.2,19.0,2.2,12.9,82.3,29.2,47825
Saline,MO,23334,31.4,-1.8,4.4,6.1,7.4,5.4,0.4,11.0,67.3,11.9,28818
Schuyler,MO,4162,13.5,-0.2,0.6,6.0,9.2,,0.2,14.6,68.0,8.0,23895
Scotland,MO,4940,11.4,-0.9,0.8,7.2,8.1,0.2,0.1,15.4,69.5,8.5,24060
Scott,MO,40509,96.0,0.2,1.1,7.0,7.0,10.5,0.2,14.5,62.4,9.5,28760
Shannon,MO,8359,8.3,0.4,0.9,6.2,8.5,0.2,,12.3,54.0,6.0,19753
Shelby,MO,6758,13.6,-0.6,0.6,5.7,8.7,1.0,0.1,10.9,74.2,8.0,27598
Stoddard,MO,29659,35.9,-0.2,0.8,5.7,8.6,0.9,0.1,10.3,55.9,8.2,26222
Stone,MO,28919,61.9,0.9,1.0,5.5,12.0,0.1,0.2,12.5,70.6,11.1,28623
Sullivan,MO,7168,11.1,-0.7,8.8,7.1,8.3,0.1,0.1,11.9,65.8,6.8,23817
Taney,MO,40224,62.8,1.3,2.4,6.1,9.3,0.3,0.3,14.5,70.8,14.3,27001
Texas,MO,23109,19.5,0.5,1.0,5.8,9.7,0.2,0.3,11.4,60.9,7.0,22773
Vernon,MO,20304,24.5,-0.7,0.8,6.7,8.4,0.6,0.3,13.8,67.8,13.1,26489
Warren,MO,25452,56.9,3.8,1.3,6.5,7.5,1.9,0.2,11.7,68.0,9.1,38839
Washington,MO,23454,30.7,0.5,0.7,6.6,7.0,2.5,0.1,12.9,50.8,5.7,24649
Wayne,MO,13215,17.4,-0.3,0.5,5.3,12.0,0.2,0.1,10.9,48.9,5.9,18786
Webster,MO,32183,52.4,3.7,1.3,7.5,6.2,1.2,0.3,15.8,66.8,8.5,28577
Worth,MO,2355,8.9,-1.1,0.3,5.5,11.0,0.2,0.1,9.8,74.3,8.7,23440
Wright,MO,18016,26.3,0.3,0.8,7.0,8.8,0.3,0.1,12.0,59.7,7.4,22330
St. Louis city,MO,339211,5616.0,-2.6,2.0,6.7,6.6,51.2,2.0,16.7,62.8,15.3,26364
Beaverhead,MT,9089,1.7,-1.2,2.7,5.7,7.2,0.2,0.2,11.1,83.9,20.6,29796
Big Horn,MT,12763,2.5,0.7,3.7,9.3,4.6,,0.2,20.0,69.2,12.8,24317
Blaine,MT,6870,1.7,-2.0,1.0,8.1,6.9,0.2,0.1,15.7,70.4,14.4,23670
Broadwater,MT,4457,3.7,1.6,1.3,5.3,9.0,0.3,0.1,11.7,73.9,13.5,29034
Carbon,MT,9696,4.7,1.5,1.8,5.2,8.7,0.3,0.4,8.5,78.1,19.2,29010
Carter,MT,1375,0.4,1.1,0.6,4.0,8.5,0.1,0.1,9.3,76.0,10.8,23505
Cascade,MT,79298,29.8,-1.3,2.4,6.6,7.2,1.1,0.8,13.6,82.9,18.4,31489
Chouteau,MT,5738,1.5,-3.9,0.7,6.5,8.5,0.1,0.2,8.6,83.4,16.8,30365
Custer,MT,11372,3.1,-2.8,1.5,5.9,8.5,0.1,0.3,10.9,77.1,16.0,29451
Daniels,MT,1998,1.4,-0.9,1.6,4.3,11.0,0.0,0.2,6.3,74.4,11.5,30409
Dawson,MT,8877,3.8,-2.0,0.9,5.1,9.0,0.3,0.1,8.6,74.5,13.2,31964
Deer Lodge,MT,9171,12.8,-2.6,1.6,4.6,9.6,0.2,0.4,10.5,74.5,11.5,26692
Fallon,MT,2761,1.8,-2.7,0.4,4.9,9.9,0.1,0.4,9.7,75.3,10.6,33260
Fergus,MT,11693,2.7,-1.7,0.8,5.2,9.5,0.1,0.2,9.5,77.4,14.5,28446
Flathead,MT,76269,14.6,2.4,1.4,5.9,6.9,0.2,0.5,12.6,82.1,17.2,32387
Gallatin,MT,69422,26.0,2.3,1.5,5.8,4.4,0.2,0.9,12.1,90.4,33.8,35710
Garfield,MT,1243,0.3,-2.8,0.4,6.7,8.4,0.1,0.1,15.3,72.6,8.8,24808
Glacier,MT,13125,4.4,-0.9,1.2,8.1,5.1,0.1,0.1,19.3,72.0,14.5,22491
Golden Valley,MT,1019,0.9,-2.2,1.2,5.2,11.0,0.0,0.1,10.6,72.4,14.7,20453
Granite,MT,2899,1.6,2.4,1.3,4.8,8.5,0.0,0.1,15.8,75.9,16.9,26063
Hill,MT,16467,5.8,-1.2,1.2,7.1,6.6,0.1,0.4,15.1,78.4,18.1,30736
Jefferson,MT,10405,6.1,3.5,1.5,5.2,6.1,0.1,0.4,10.0,81.3,20.8,41820
Judith Basin,MT,2280,1.2,-2.1,0.6,5.2,9.1,,0.1,10.4,80.4,19.8,26198
Lake,MT,26904,17.7,1.5,2.5,6.7,7.9,0.1,0.3,12.0,77.3,15.7,27169
Lewis and Clark,MT,56094,16.1,0.7,1.5,6.2,6.2,0.2,0.5,12.2,87.4,27.8,36409
Liberty,MT,2096,1.5,-2.9,0.2,5.1,9.1,0.0,0.3,12.0,77.2,16.9,27412
Lincoln,MT,18664,5.2,-0.9,1.4,5.0,8.9,0.1,0.3,10.1,73.3,12.5,27934
McCone,MT,1900,0.7,-3.9,1.0,5.4,10.0,0.3,0.3,9.4,79.5,14.3,28974
Madison,MT,6939,1.9,1.3,1.9,4.7,9.6,,0.3,10.3,85.0,19.7,28831
Meagher,MT,1938,0.8,0.3,1.5,5.0,9.7,0.0,0.2,14.5,73.9,14.4,22471
Mineral,MT,3843,3.2,-1.1,1.6,5.0,8.6,0.2,0.5,10.5,74.0,13.1,26068
Missoula,MT,96303,36.9,0.5,1.6,5.7,5.0,0.3,1.0,11.2,85.4,27.7,33248
Musselshell,MT,4450,2.4,-1.0,1.6,4.9,8.5,0.1,0.2,11.1,70.9,11.4,22923
Park,MT,15686,5.6,-0.1,1.8,5.8,7.4,0.4,0.4,11.0,81.7,19.3,29845
Petroleum,MT,488,0.3,-1.0,1.2,7.1,9.3,0.0,0.0,13.5,81.9,17.5,24234
Phillips,MT,4420,0.9,-3.9,1.2,4.9,8.2,0.2,0.3,9.5,74.1,13.1,26699
Pondera,MT,6345,4.0,-1.2,0.8,6.2,8.3,0.1,0.1,12.0,73.7,15.0,28198
Powder River,MT,1824,0.6,-1.8,0.6,5.9,10.0,0.0,0.1,7.4,75.2,15.3,29283
Powell,MT,7076,3.1,-1.4,1.9,4.6,7.2,0.5,0.4,8.1,76.5,16.6,29595
Prairie,MT,1216,0.7,1.4,0.7,4.2,11.0,0.0,0.2,9.0,71.1,13.2,24999
Ravalli,MT,37304,15.1,3.4,1.9,5.7,8.3,0.1,0.3,11.1,79.1,18.2,28589
Richland,MT,9343,4.6,-3.4,2.2,5.8,7.8,0.1,0.2,13.3,75.4,13.4,31885
Roosevelt,MT,10561,4.5,-0.6,1.2,8.1,5.8,,0.4,19.1,70.1,11.3,23953
Rosebud,MT,9282,1.9,-1.1,2.3,7.7,5.1,0.2,0.3,17.5,78.3,13.4,34889
Sanders,MT,10443,3.7,2.1,1.6,4.7,9.7,0.1,0.3,10.4,75.2,14.8,24183
Sheridan,MT,3940,2.4,-4.0,1.1,4.5,11.0,0.1,0.3,6.8,74.5,11.7,29761
Silver Bow,MT,33604,48.2,-2.9,2.7,5.8,7.7,0.2,0.4,11.7,78.3,17.9,30795
Stillwater,MT,8433,4.6,2.9,2.0,5.5,7.9,0.1,0.2,10.8,78.2,16.9,33897
Sweet Grass,MT,3585,1.9,-0.7,1.5,5.8,8.1,0.1,0.3,10.0,78.9,20.0,29456
Teton,MT,6387,2.8,-0.9,1.1,6.2,7.8,0.2,0.1,10.3,76.8,17.8,27944
Toole,MT,5151,2.8,-2.2,1.2,5.4,7.8,0.2,0.3,13.9,77.4,14.0,30673
Treasure,MT,802,0.9,-6.9,1.5,5.3,7.5,0.1,0.3,8.3,85.1,13.2,24321
Valley,MT,7524,1.6,-2.0,0.8,5.5,9.5,0.1,0.2,12.0,78.6,13.2,29581
Wheatland,MT,2153,1.6,-4.7,1.1,6.0,8.9,0.1,0.2,9.0,72.2,10.6,21293
Wibaux,MT,1050,1.2,-1.7,0.4,5.2,11.0,0.2,0.2,11.4,68.3,10.9,25010
Yellowstone,MT,130398,49.1,0.8,3.7,6.6,6.8,0.4,0.5,13.5,83.7,21.5,35680
Adams,NE,30917,55.3,-0.8,4.6,6.4,7.2,0.6,1.6,12.6,81.2,15.6,35771
Antelope,NE,7271,8.7,-2.4,0.7,6.0,9.1,0.1,0.1,12.0,77.5,9.9,30271
Arthur,NE,411,0.6,-7.4,1.4,5.2,9.7,0.0,0.7,7.0,83.7,13.8,19468
Banner,NE,802,1.1,-2.1,5.6,4.8,11.0,0.1,0.1,4.6,87.7,12.0,29688
Blaine,NE,548,0.8,-6.0,0.2,5.5,10.0,0.0,0.0,14.4,85.3,15.8,22144
Boone,NE,6168,9.1,-1.5,0.9,5.9,9.5,,,13.4,76.1,9.4,31324
Box Butte,NE,11844,11.3,-2.6,7.6,6.6,7.2,0.4,0.5,13.0,84.0,13.0,39126
Boyd,NE,2394,4.5,-1.8,0.1,5.0,11.0,0.0,0.2,9.8,72.1,9.9,23212
Brown,NE,3542,2.9,0.5,0.8,5.3,10.0,,0.3,9.2,79.8,11.3,25684
Buffalo,NE,42399,43.7,0.3,4.7,6.6,5.4,0.5,0.7,14.2,83.3,23.7,36296
Burt,NE,7696,15.8,-1.2,1.3,5.7,11.0,0.2,0.2,8.7,77.6,13.5,31585
Butler,NE,8832,15.0,0.7,1.7,6.8,8.9,0.1,0.1,14.1,72.5,8.0,34451
Cass,NE,24646,43.5,1.3,1.5,7.0,6.6,0.2,0.3,13.9,82.1,13.6,42623
Cedar,NE,9472,13.0,-1.5,0.4,6.1,9.3,0.1,,12.5,75.2,10.3,33078
Chase,NE,3974,4.5,-2.3,3.4,5.6,10.0,0.2,0.2,13.4,79.0,15.1,32125
Cherry,NE,6120,1.0,-0.5,0.9,6.2,8.7,0.1,0.4,11.8,75.2,13.1,27326
Cheyenne,NE,9974,8.2,1.5,4.5,6.4,8.8,0.1,0.4,13.7,80.3,15.1,33886
Clay,NE,6926,12.3,-1.6,3.5,5.8,8.9,0.2,0.3,9.4,76.9,11.7,34467
Colfax,NE,10423,25.3,-0.2,26.2,7.2,7.5,0.1,0.2,13.3,70.4,8.5,31357
Cuming,NE,10093,17.8,-1.1,5.5,6.5,9.3,0.1,0.2,14.5,71.5,11.8,33874
Custer,NE,11621,4.6,-1.5,0.9,5.7,9.7,0.1,0.2,10.7,80.5,10.8,29595
Dakota,NE,20347,76.7,0.5,22.6,8.7,5.1,0.6,3.1,19.0,74.9,11.7,35037
Dawes,NE,8934,6.5,-1.4,2.4,5.0,7.0,0.8,0.3,9.6,80.0,23.1,26992
Dawson,NE,24432,24.1,0.3,25.4,8.4,6.8,0.3,0.7,18.4,78.8,12.3,32285
Deuel,NE,2073,4.8,-1.2,2.7,4.3,10.0,,0.4,9.9,79.2,12.9,31843
Dixon,NE,6226,13.3,-1.8,5.5,6.4,8.3,,0.3,11.5,76.1,11.0,32331
Dodge,NE,35931,67.7,-0.6,3.9,6.2,8.6,0.4,0.5,12.0,78.3,13.5,36298
Douglas,NE,465683,1401.0,0.5,6.7,7.4,5.7,11.5,1.7,16.2,84.5,24.9,42260
Dundy,NE,2203,2.5,-3.9,3.2,5.3,10.0,,0.5,9.6,71.3,13.0,30745
Fillmore,NE,6470,11.5,-2.5,1.7,5.8,9.2,0.2,0.1,11.3,81.4,11.9,35954
Franklin,NE,3495,6.2,-2.2,0.6,5.2,11.0,0.0,0.1,8.9,71.1,11.8,27938
Frontier,NE,3066,3.2,-1.1,1.0,5.5,8.6,0.1,0.3,8.2,81.0,10.5,30504
Furnas,NE,5182,7.4,-2.7,1.1,5.6,11.0,0.1,0.2,11.4,75.3,12.0,27410
Gage,NE,23053,26.9,0.3,0.9,5.9,8.9,0.3,0.3,11.1,73.7,11.3,32052
Garden,NE,2220,1.3,-3.1,1.4,3.6,12.0,0.1,0.3,6.3,76.4,13.9,26114
Garfield,NE,1904,3.3,0.1,1.0,4.8,9.5,0.0,0.1,11.6,73.8,12.9,26029
Gosper,NE,2049,4.7,-4.4,1.3,5.2,10.0,0.0,0.2,9.3,79.1,13.9,33076
Grant,NE,741,1.0,-0.8,1.3,5.0,8.6,0.0,0.3,9.4,89.5,14.6,26679
Greeley,NE,2670,4.8,-1.6,0.8,5.7,11.0,0.7,0.1,12.4,78.9,11.5,25604
Hall,NE,53304,98.0,-0.4,14.0,7.6,6.9,0.4,1.1,16.2,79.3,14.6,35764
Hamilton,NE,9448,17.3,0.5,1.1,6.7,7.6,0.2,0.2,11.7,79.9,13.0,38914
Harlan,NE,3759,6.8,-0.7,0.8,4.8,11.0,0.1,0.1,9.3,80.9,12.9,27747
Hayes,NE,1099,1.5,2.9,2.5,4.4,12.0,0.2,0.3,2.8,80.6,10.7,29356
Hitchcock,NE,3082,4.4,-0.9,1.4,4.3,11.0,0.1,0.1,10.6,80.4,12.1,26894
Holt,NE,11351,4.8,-1.7,0.7,5.8,9.4,,0.2,11.4,76.1,12.8,29517
Hooker,NE,749,1.1,-4.3,1.0,4.1,10.0,0.0,0.1,14.1,79.5,13.5,24862
Howard,NE,6483,11.5,-1.3,1.0,6.0,8.5,0.3,0.1,11.5,75.2,8.6,30893
Jefferson,NE,8305,14.5,-0.3,1.3,5.3,9.7,0.1,0.2,8.3,75.1,12.7,31028
Johnson,NE,4348,11.9,-3.1,2.9,5.5,9.8,0.1,2.7,12.8,73.6,8.5,29246
Kearney,NE,6871,13.3,-0.2,2.3,6.2,7.9,0.2,0.2,11.3,80.3,17.9,38847
Keith,NE,8839,8.4,-0.4,4.2,5.7,9.9,0.1,0.2,11.8,81.5,13.1,32269
Keya Paha,NE,948,1.3,-3.6,3.9,6.1,11.0,0.0,0.0,10.2,76.8,8.1,20756
Kimball,NE,4023,4.3,-1.6,3.3,5.4,10.0,0.2,0.1,8.7,73.8,12.7,31373
Knox,NE,9167,8.5,-2.2,0.9,5.7,11.0,0.1,0.2,13.4,71.1,8.8,26711
Lancaster,NE,252090,298.3,0.7,3.4,6.7,5.3,2.8,2.9,13.8,88.1,27.6,39478
Lincoln,NE,34516,13.5,-0.3,5.4,6.6,7.7,0.5,0.4,12.9,81.4,14.2,35907
Logan,NE,776,1.4,0.3,0.9,5.2,9.9,0.1,0.0,10.0,82.9,13.4,30037
Loup,NE,709,1.2,-0.4,1.7,6.3,11.0,0.0,0.1,10.4,78.3,9.8,18136
McPherson,NE,536,0.6,0.6,1.5,7.3,8.8,0.0,0.4,7.1,78.0,9.0,20856
Madison,NE,35549,61.5,0.9,8.6,6.9,6.6,0.9,0.4,16.4,78.3,13.2,36880
Merrick,NE,8092,16.9,-1.4,2.0,6.4,8.5,0.2,0.2,11.9,77.0,11.7,32345
Morrill,NE,5363,3.8,-1.4,10.1,5.9,8.8,0.1,0.2,10.4,74.1,12.7,27932
Nance,NE,3969,9.2,-1.7,1.1,6.2,10.0,0.0,,10.0,71.0,10.7,29499
Nemaha,NE,7456,18.5,-1.6,1.0,4.6,8.1,0.4,0.6,9.1,77.2,18.5,34185
Nuckolls,NE,4987,8.8,-1.4,1.0,4.9,12.0,,0.2,8.4,74.2,10.1,28679
Otoe,NE,15505,25.0,0.7,2.4,6.4,8.4,0.3,0.2,12.1,77.4,13.1,35458
Pawnee,NE,3015,7.1,-2.3,0.7,4.9,12.0,0.0,0.3,7.9,75.0,11.1,26157
Perkins,NE,3153,3.6,-1.5,2.3,5.4,7.7,,0.2,6.5,79.0,16.7,32473
Phelps,NE,9704,18.1,-0.4,2.3,6.2,8.6,0.1,0.3,12.6,85.0,15.5,37595
Pierce,NE,7818,13.7,-0.5,0.7,6.0,7.7,0.1,0.2,11.9,73.8,9.1,34408
Platte,NE,31332,46.7,-1.0,6.5,7.3,6.9,0.4,0.4,14.8,79.5,12.8,39189
Polk,NE,5547,12.8,-1.6,1.1,5.8,9.2,,0.1,10.1,81.0,12.4,37296
Red Willow,NE,11410,16.0,-0.3,2.5,6.2,9.4,0.2,0.2,12.8,82.2,14.9,31965
Richardson,NE,9226,17.2,-3.2,1.0,5.2,9.5,0.2,0.1,8.7,73.3,11.7,28765
Rock,NE,1728,1.7,-1.6,0.5,5.5,11.0,0.0,0.2,9.1,79.4,10.1,27051
Saline,NE,13840,24.1,,6.6,6.2,7.4,0.4,1.7,10.6,76.0,12.6,35541
Sarpy,NE,125836,508.7,2.6,4.4,8.2,4.1,4.4,1.9,16.5,91.0,25.4,49644
Saunders,NE,20096,26.3,1.3,1.0,6.4,8.0,0.1,0.2,12.6,79.1,12.0,37441
Scotts Bluff,NE,36617,50.0,-0.9,17.2,6.5,8.7,0.3,0.6,13.4,74.3,13.9,30152
Seward,NE,16403,28.7,-0.6,1.1,5.6,7.1,0.3,0.3,10.7,80.5,14.8,40984
Sheridan,NE,5997,2.5,-3.2,1.5,5.8,9.9,0.1,0.1,9.2,74.4,15.5,27075
Sherman,NE,3253,5.9,-2.0,1.0,5.2,11.0,0.1,0.2,9.1,72.2,11.4,25454
Sioux,NE,1399,0.7,-5.2,2.3,5.4,10.0,0.0,0.2,5.3,77.1,17.8,26965
Stanton,NE,6425,15.0,-0.5,2.3,6.7,6.7,0.4,0.1,15.7,79.4,7.6,35443
Thayer,NE,5864,10.5,-3.2,1.0,5.7,11.0,,0.1,9.2,72.7,10.2,31115
Thomas,NE,705,1.0,-3.3,0.8,5.9,9.9,0.0,0.0,12.4,78.8,11.4,24909
Thurston,NE,7094,18.2,-1.1,2.4,9.6,7.4,0.2,0.1,20.7,70.6,8.8,25623
Valley,NE,4594,8.2,-1.1,1.6,5.6,11.0,0.2,0.1,10.5,75.7,11.6,28202
Washington,NE,19191,48.2,2.2,1.1,6.4,6.7,0.3,0.3,11.2,82.7,15.4,45194
Wayne,NE,9668,22.2,-1.9,1.5,5.3,6.9,0.9,0.3,10.9,80.4,19.8,33981
Webster,NE,4015,7.1,-1.1,0.5,5.2,11.0,0.1,0.5,10.0,74.0,10.3,27807
Wheeler,NE,858,1.5,-3.2,0.6,7.8,10.0,0.0,0.0,12.7,79.0,12.1,31594
York,NE,14371,25.3,-1.6,1.4,5.6,8.2,1.0,0.5,12.4,81.8,13.0,38051
Churchill,NV,24044,4.9,0.3,8.7,8.0,6.7,1.6,2.7,17.1,79.5,13.1,38009
Clark,NV,1464653,173.9,6.5,22.0,7.5,6.6,9.1,5.3,16.8,77.3,13.8,39586
Douglas,NV,42658,58.1,3.4,7.4,5.2,9.3,0.3,1.3,9.1,87.3,20.0,46026
Elko,NV,45275,2.6,,19.7,8.5,3.5,0.6,0.7,17.0,78.5,13.3,49822
Esmeralda,NV,978,0.3,0.7,10.2,4.3,10.0,0.1,0.0,8.8,71.5,11.1,33366
Eureka,NV,1632,0.4,-1.2,9.6,5.9,8.1,0.4,0.8,11.3,75.2,13.6,45572
Humboldt,NV,15322,1.7,-4.9,18.9,8.0,4.4,0.5,0.6,17.1,75.5,12.2,47512
Lander,NV,5480,1.1,-5.4,18.5,7.5,4.1,0.2,0.3,18.0,73.2,10.8,49667
Lincoln,NV,4198,0.4,0.8,5.3,6.3,9.0,1.8,0.3,11.9,77.6,13.1,32993
Lyon,NV,36783,17.3,6.6,11.0,6.5,8.5,0.7,0.6,11.9,75.2,9.4,33684
Mineral,NV,4886,1.4,-3.6,8.4,5.3,11.0,4.8,0.8,12.4,73.1,9.1,33738
Nye,NV,34075,1.8,4.9,8.4,6.0,12.0,1.2,0.8,11.1,75.1,9.5,36580
Pershing,NV,6598,1.1,-1.4,19.3,6.5,4.3,5.3,0.6,16.1,73.1,7.2,40197
Storey,NV,3467,12.9,2.0,5.1,4.4,8.4,0.3,1.0,3.1,84.4,17.6,55008
Washoe,NV,353336,53.5,4.1,16.6,7.0,6.0,2.1,4.3,15.3,82.5,20.7,42070
White Pine,NV,8766,1.0,-4.5,11.0,6.0,7.4,4.1,0.8,12.6,73.1,11.4,39026
Carson City city,NV,53923,366.8,2.8,14.2,6.3,7.8,1.8,1.8,14.7,82.7,16.3,40712
Belknap,NH,58384,140.5,3.7,0.7,5.3,8.0,0.3,0.6,10.3,80.4,20.5,38787
Carroll,NH,44612,46.8,2.2,0.5,4.8,9.9,0.2,0.4,10.6,83.5,23.4,35001
Cheshire,NH,74243,104.4,0.6,0.7,5.2,7.2,0.4,0.5,10.7,80.8,23.9,39730
Coos,NH,32964,18.4,-0.4,0.6,5.1,9.4,0.1,0.4,10.2,70.0,11.0,31735
Grafton,NH,82254,47.7,0.6,1.1,5.2,7.0,0.5,1.7,10.4,81.4,26.4,38469
Hillsborough,NH,387674,434.8,1.8,3.2,6.8,5.5,1.3,2.0,13.8,82.2,26.4,46650
Merrimack,NH,139324,145.9,2.3,1.0,6.0,6.3,0.5,0.9,10.8,83.2,25.4,43679
Rockingham,NH,284061,399.1,2.4,1.2,6.5,5.6,0.6,1.1,12.6,86.2,25.9,54161
Strafford,NH,114632,304.2,2.1,1.0,5.9,6.0,0.6,1.4,12.2,79.8,21.7,39969
Sullivan,NH,41033,75.3,1.4,0.5,5.6,8.5,0.2,0.4,11.3,75.0,16.5,37006
Atlantic,NJ,255479,450.2,1.2,12.2,6.5,7.2,17.6,5.1,14.8,72.9,16.4,38124
Bergen,NJ,886680,3778.0,0.3,10.3,6.3,7.8,5.3,10.0,12.6,81.6,31.7,59557
Burlington,NJ,432121,526.0,2.1,4.2,6.4,6.9,15.1,2.7,12.3,81.9,23.6,52543
Camden,NJ,509350,2293.0,0.1,9.7,6.8,6.5,18.1,3.7,14.2,75.5,21.0,41441
Cape May,NJ,102352,401.3,,3.3,5.1,10.0,5.1,0.6,11.7,74.0,17.2,36211
Cumberland,NJ,146289,299.5,-0.1,19.0,6.3,6.6,20.2,1.0,13.3,63.4,10.8,34935
Essex,NJ,793133,6299.0,-0.1,15.4,7.3,6.2,41.2,3.7,16.4,70.1,24.0,39823
Gloucester,NJ,259347,783.6,1.8,2.6,6.6,6.3,9.1,1.5,13.0,77.5,18.1,49279
Hudson,NJ,607554,12957.0,-0.2,39.8,6.4,6.0,13.5,9.4,15.7,64.1,19.7,34848
